2018-01-31 19:54:13  TENSOR_SGD_LRELU epoch: 0 ,  batch:    50 , avg_batch_acc: 0.3906  avg_batch_loss: 3.3269  learning_rate 0.000500
2018-01-31 19:55:38  TENSOR_SGD_LRELU epoch: 0 ,  batch:   100 , avg_batch_acc: 0.6562  avg_batch_loss: 1.4222  learning_rate 0.000500
2018-01-31 19:57:05  TENSOR_SGD_LRELU epoch: 0 ,  batch:   150 , avg_batch_acc: 0.7500  avg_batch_loss: 0.8813  learning_rate 0.000500
2018-01-31 19:58:27  TENSOR_SGD_LRELU epoch: 0 ,  batch:   200 , avg_batch_acc: 0.7969  avg_batch_loss: 0.8548  learning_rate 0.000500
2018-01-31 19:59:52  TENSOR_SGD_LRELU epoch: 0 ,  batch:   250 , avg_batch_acc: 0.8594  avg_batch_loss: 0.3978  learning_rate 0.000500
2018-01-31 20:01:16  TENSOR_SGD_LRELU epoch: 0 ,  batch:   300 , avg_batch_acc: 0.7344  avg_batch_loss: 0.9125  learning_rate 0.000500
2018-01-31 20:02:43  TENSOR_SGD_LRELU epoch: 0 ,  batch:   350 , avg_batch_acc: 0.8125  avg_batch_loss: 0.6721  learning_rate 0.000500
2018-01-31 20:04:10  TENSOR_SGD_LRELU epoch: 0 ,  batch:   400 , avg_batch_acc: 0.8594  avg_batch_loss: 0.5611  learning_rate 0.000500
2018-01-31 20:05:36  TENSOR_SGD_LRELU epoch: 0 ,  batch:   450 , avg_batch_acc: 0.7812  avg_batch_loss: 0.7336  learning_rate 0.000500
2018-01-31 20:07:03  TENSOR_SGD_LRELU epoch: 0 ,  batch:   500 , avg_batch_acc: 0.8750  avg_batch_loss: 0.3766  learning_rate 0.000500
2018-01-31 20:08:26  TENSOR_SGD_LRELU epoch: 0 ,  batch:   550 , avg_batch_acc: 0.8125  avg_batch_loss: 0.8255  learning_rate 0.000500
2018-01-31 20:09:52  TENSOR_SGD_LRELU epoch: 0 ,  batch:   600 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2087  learning_rate 0.000500
2018-01-31 20:11:16  TENSOR_SGD_LRELU epoch: 0 ,  batch:   650 , avg_batch_acc: 0.8594  avg_batch_loss: 0.3240  learning_rate 0.000500
2018-01-31 20:12:43  TENSOR_SGD_LRELU epoch: 0 ,  batch:   700 , avg_batch_acc: 0.8906  avg_batch_loss: 0.4083  learning_rate 0.000500
2018-01-31 20:14:07  TENSOR_SGD_LRELU epoch: 0 ,  batch:   750 , avg_batch_acc: 0.8906  avg_batch_loss: 0.4379  learning_rate 0.000500
2018-01-31 20:15:31  TENSOR_SGD_LRELU epoch: 0 ,  batch:   800 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2492  learning_rate 0.000500
2018-01-31 20:16:52  TENSOR_SGD_LRELU epoch: 0 ,  batch:   850 , avg_batch_acc: 0.8906  avg_batch_loss: 0.3244  learning_rate 0.000500
2018-01-31 20:18:17  TENSOR_SGD_LRELU epoch: 0 ,  batch:   900 , avg_batch_acc: 0.8438  avg_batch_loss: 0.4330  learning_rate 0.000500
2018-01-31 20:24:04  TENSOR_SGD_LRELU epoch: 1 ,  batch:    50 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1417  learning_rate 0.000500
2018-01-31 20:25:28  TENSOR_SGD_LRELU epoch: 1 ,  batch:   100 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2100  learning_rate 0.000500
2018-01-31 20:26:49  TENSOR_SGD_LRELU epoch: 1 ,  batch:   150 , avg_batch_acc: 0.9531  avg_batch_loss: 0.2541  learning_rate 0.000500
2018-01-31 20:28:13  TENSOR_SGD_LRELU epoch: 1 ,  batch:   200 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1731  learning_rate 0.000500
2018-01-31 20:29:37  TENSOR_SGD_LRELU epoch: 1 ,  batch:   250 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1447  learning_rate 0.000500
2018-01-31 20:31:02  TENSOR_SGD_LRELU epoch: 1 ,  batch:   300 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1687  learning_rate 0.000500
2018-01-31 20:32:25  TENSOR_SGD_LRELU epoch: 1 ,  batch:   350 , avg_batch_acc: 0.9531  avg_batch_loss: 0.2147  learning_rate 0.000500
2018-01-31 20:33:44  TENSOR_SGD_LRELU epoch: 1 ,  batch:   400 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0733  learning_rate 0.000500
2018-01-31 20:35:07  TENSOR_SGD_LRELU epoch: 1 ,  batch:   450 , avg_batch_acc: 0.8750  avg_batch_loss: 0.2591  learning_rate 0.000500
2018-01-31 20:36:30  TENSOR_SGD_LRELU epoch: 1 ,  batch:   500 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1408  learning_rate 0.000500
2018-01-31 20:37:54  TENSOR_SGD_LRELU epoch: 1 ,  batch:   550 , avg_batch_acc: 0.8750  avg_batch_loss: 0.3123  learning_rate 0.000500
2018-01-31 20:39:18  TENSOR_SGD_LRELU epoch: 1 ,  batch:   600 , avg_batch_acc: 0.8906  avg_batch_loss: 0.2283  learning_rate 0.000500
2018-01-31 20:40:41  TENSOR_SGD_LRELU epoch: 1 ,  batch:   650 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2372  learning_rate 0.000500
2018-01-31 20:42:07  TENSOR_SGD_LRELU epoch: 1 ,  batch:   700 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1649  learning_rate 0.000500
2018-01-31 20:43:30  TENSOR_SGD_LRELU epoch: 1 ,  batch:   750 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1620  learning_rate 0.000500
2018-01-31 20:44:53  TENSOR_SGD_LRELU epoch: 1 ,  batch:   800 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0350  learning_rate 0.000500
2018-01-31 20:46:18  TENSOR_SGD_LRELU epoch: 1 ,  batch:   850 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1336  learning_rate 0.000500
2018-01-31 20:47:41  TENSOR_SGD_LRELU epoch: 1 ,  batch:   900 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1083  learning_rate 0.000500
2018-01-31 20:53:37  TENSOR_SGD_LRELU epoch: 2 ,  batch:    50 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2829  learning_rate 0.000500
2018-01-31 20:55:02  TENSOR_SGD_LRELU epoch: 2 ,  batch:   100 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0838  learning_rate 0.000500
2018-01-31 20:56:25  TENSOR_SGD_LRELU epoch: 2 ,  batch:   150 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1421  learning_rate 0.000500
2018-01-31 20:57:52  TENSOR_SGD_LRELU epoch: 2 ,  batch:   200 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1782  learning_rate 0.000500
2018-01-31 20:59:17  TENSOR_SGD_LRELU epoch: 2 ,  batch:   250 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1379  learning_rate 0.000500
2018-01-31 21:00:42  TENSOR_SGD_LRELU epoch: 2 ,  batch:   300 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0979  learning_rate 0.000500
2018-01-31 21:02:07  TENSOR_SGD_LRELU epoch: 2 ,  batch:   350 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1136  learning_rate 0.000500
2018-01-31 21:03:32  TENSOR_SGD_LRELU epoch: 2 ,  batch:   400 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0631  learning_rate 0.000500
2018-01-31 21:04:58  TENSOR_SGD_LRELU epoch: 2 ,  batch:   450 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1092  learning_rate 0.000500
2018-01-31 21:06:24  TENSOR_SGD_LRELU epoch: 2 ,  batch:   500 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1373  learning_rate 0.000500
2018-01-31 21:07:48  TENSOR_SGD_LRELU epoch: 2 ,  batch:   550 , avg_batch_acc: 0.9062  avg_batch_loss: 0.4416  learning_rate 0.000500
2018-01-31 21:09:12  TENSOR_SGD_LRELU epoch: 2 ,  batch:   600 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1180  learning_rate 0.000500
2018-01-31 21:10:37  TENSOR_SGD_LRELU epoch: 2 ,  batch:   650 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1691  learning_rate 0.000500
2018-01-31 21:12:02  TENSOR_SGD_LRELU epoch: 2 ,  batch:   700 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1349  learning_rate 0.000500
2018-01-31 21:13:26  TENSOR_SGD_LRELU epoch: 2 ,  batch:   750 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0743  learning_rate 0.000500
2018-01-31 21:14:53  TENSOR_SGD_LRELU epoch: 2 ,  batch:   800 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0589  learning_rate 0.000500
2018-01-31 21:16:18  TENSOR_SGD_LRELU epoch: 2 ,  batch:   850 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2616  learning_rate 0.000500
2018-01-31 21:17:45  TENSOR_SGD_LRELU epoch: 2 ,  batch:   900 , avg_batch_acc: 0.9062  avg_batch_loss: 0.3739  learning_rate 0.000500
2018-01-31 21:23:40  TENSOR_SGD_LRELU epoch: 3 ,  batch:    50 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1624  learning_rate 0.000500
2018-01-31 21:25:04  TENSOR_SGD_LRELU epoch: 3 ,  batch:   100 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0845  learning_rate 0.000500
2018-01-31 21:26:31  TENSOR_SGD_LRELU epoch: 3 ,  batch:   150 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1333  learning_rate 0.000500
2018-01-31 21:27:58  TENSOR_SGD_LRELU epoch: 3 ,  batch:   200 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0794  learning_rate 0.000500
2018-01-31 21:29:26  TENSOR_SGD_LRELU epoch: 3 ,  batch:   250 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1070  learning_rate 0.000500
