2018-01-26 19:46:07  epoch: 0 ,  batch:    50 , avg_batch_acc: 0.8750  avg_batch_loss: 0.4264  learning_rate 0.000010
2018-01-26 19:47:33  epoch: 0 ,  batch:   100 , avg_batch_acc: 0.8750  avg_batch_loss: 0.3961  learning_rate 0.000010
2018-01-26 19:49:02  epoch: 0 ,  batch:   150 , avg_batch_acc: 0.8750  avg_batch_loss: 0.2391  learning_rate 0.000010
2018-01-26 19:50:29  epoch: 0 ,  batch:   200 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2375  learning_rate 0.000010
2018-01-26 19:51:58  epoch: 0 ,  batch:   250 , avg_batch_acc: 0.8750  avg_batch_loss: 0.3143  learning_rate 0.000010
2018-01-26 19:53:25  epoch: 0 ,  batch:   300 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2658  learning_rate 0.000010
2018-01-26 19:54:53  epoch: 0 ,  batch:   350 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1016  learning_rate 0.000010
2018-01-26 19:56:23  epoch: 0 ,  batch:   400 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0893  learning_rate 0.000010
2018-01-26 19:57:51  epoch: 0 ,  batch:   450 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1745  learning_rate 0.000010
2018-01-26 19:59:19  epoch: 0 ,  batch:   500 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2918  learning_rate 0.000010
2018-01-26 20:00:49  epoch: 0 ,  batch:   550 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0840  learning_rate 0.000010
2018-01-26 20:02:17  epoch: 0 ,  batch:   600 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1701  learning_rate 0.000010
2018-01-26 20:03:48  epoch: 0 ,  batch:   650 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1548  learning_rate 0.000010
2018-01-26 20:05:14  epoch: 0 ,  batch:   700 , avg_batch_acc: 0.9219  avg_batch_loss: 0.1854  learning_rate 0.000010
2018-01-26 20:06:46  epoch: 0 ,  batch:   750 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0490  learning_rate 0.000010
2018-01-26 20:08:20  epoch: 0 ,  batch:   800 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1460  learning_rate 0.000010
2018-01-26 20:09:50  epoch: 0 ,  batch:   850 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2795  learning_rate 0.000010
2018-01-26 20:11:22  epoch: 0 ,  batch:   900 , avg_batch_acc: 0.9062  avg_batch_loss: 0.2836  learning_rate 0.000010
2018-01-26 20:12:29TENSOR_SGD_LRELU5 epoch:     0 , train_acc: 0.9174  avg_train_loss: 0.7298
2018-01-26 20:16:08  epoch:     0 , val_acc: 0.9602  avg_val_loss: 0.1293
2018-01-26 20:17:41  epoch: 1 ,  batch:    50 , avg_batch_acc: 0.9219  avg_batch_loss: 0.1586  learning_rate 0.000010
2018-01-26 20:19:14  epoch: 1 ,  batch:   100 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0532  learning_rate 0.000010
2018-01-26 20:20:44  epoch: 1 ,  batch:   150 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0844  learning_rate 0.000010
2018-01-26 20:22:12  epoch: 1 ,  batch:   200 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1606  learning_rate 0.000010
2018-01-26 20:23:43  epoch: 1 ,  batch:   250 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0594  learning_rate 0.000010
2018-01-26 20:25:09  epoch: 1 ,  batch:   300 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2383  learning_rate 0.000010
2018-01-26 20:26:39  epoch: 1 ,  batch:   350 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1566  learning_rate 0.000010
2018-01-26 20:28:07  epoch: 1 ,  batch:   400 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1435  learning_rate 0.000010
2018-01-26 20:29:38  epoch: 1 ,  batch:   450 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1528  learning_rate 0.000010
2018-01-26 20:31:08  epoch: 1 ,  batch:   500 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0518  learning_rate 0.000010
2018-01-26 20:32:38  epoch: 1 ,  batch:   550 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0680  learning_rate 0.000010
2018-01-26 20:34:13  epoch: 1 ,  batch:   600 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1565  learning_rate 0.000010
2018-01-26 20:35:41  epoch: 1 ,  batch:   650 , avg_batch_acc: 0.9531  avg_batch_loss: 0.0896  learning_rate 0.000010
2018-01-26 20:37:09  epoch: 1 ,  batch:   700 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1442  learning_rate 0.000010
2018-01-26 20:38:36  epoch: 1 ,  batch:   750 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0882  learning_rate 0.000010
2018-01-26 20:40:03  epoch: 1 ,  batch:   800 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0904  learning_rate 0.000010
2018-01-26 20:41:37  epoch: 1 ,  batch:   850 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0701  learning_rate 0.000010
2018-01-26 20:43:07  epoch: 1 ,  batch:   900 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0855  learning_rate 0.000010
2018-01-26 20:44:13TENSOR_SGD_LRELU5 epoch:     1 , train_acc: 0.9640  avg_train_loss: 0.1209
2018-01-26 20:47:52  epoch:     1 , val_acc: 0.9733  avg_val_loss: 0.0980
2018-01-26 20:49:27  epoch: 2 ,  batch:    50 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0491  learning_rate 0.000010
2018-01-26 20:51:00  epoch: 2 ,  batch:   100 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0811  learning_rate 0.000010
2018-01-26 20:52:31  epoch: 2 ,  batch:   150 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1298  learning_rate 0.000010
2018-01-26 20:54:04  epoch: 2 ,  batch:   200 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0704  learning_rate 0.000010
2018-01-26 20:55:34  epoch: 2 ,  batch:   250 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1039  learning_rate 0.000010
2018-01-26 20:57:03  epoch: 2 ,  batch:   300 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0762  learning_rate 0.000010
2018-01-26 20:58:33  epoch: 2 ,  batch:   350 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0491  learning_rate 0.000010
2018-01-26 21:00:06  epoch: 2 ,  batch:   400 , avg_batch_acc: 0.9062  avg_batch_loss: 0.2489  learning_rate 0.000010
2018-01-26 21:01:36  epoch: 2 ,  batch:   450 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1136  learning_rate 0.000010
2018-01-26 21:03:07  epoch: 2 ,  batch:   500 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1248  learning_rate 0.000010
2018-01-26 21:04:37  epoch: 2 ,  batch:   550 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1270  learning_rate 0.000010
2018-01-26 21:06:10  epoch: 2 ,  batch:   600 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1741  learning_rate 0.000010
